;id;comments;category
1124;153;:smiling_face_with_heart-eyes::red_heart:️:red_heart:️;1.0
1125;153;Hi Matilda! :red_heart:️ Would you mind sharing where your beautiful earrings are from? Love;1.0
1126;154;:white_heart::sparkles::sun_with_face:;1.0
1127;154;@bel_cuth;0.0
1128;154;the shooeeees:tired_face::tired_face::smiling_face_with_heart-eyes:;1.0
1129;154;Love it! :brown_heart:;1.0
1130;154;Gorgeous :black_heart:;1.0
1131;154;:fire:;1.0
1132;154;:smiling_face_with_hearts::star-struck::smiling_face_with_hearts::star-struck::smiling_face_with_hearts:;1.0
1133;154;Boss lady!:smiling_face_with_heart-eyes::fire::white_heart:;1.0
1134;154;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1135;155;Your a Gem:grapes:🫶:medium_skin_tone:;1.0
1136;155;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1137;155;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1138;155;:smiling_face_with_heart-eyes:;1.0
1139;155;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1140;155;The most stunning dress on the most stunning angel 🥹🥹🥹;1.0
1141;155;Iconic look babe!!!! 🥹:smiling_face_with_heart-eyes:;1.0
1142;155;:smiling_face_with_heart-eyes:;1.0
1143;155;:clapping_hands::clapping_hands::clapping_hands::clapping_hands:;0.0
1144;155;We love this :black_heart:;1.0
1145;156;Your page is mwah :raising_hands:;1.0
1146;156;Where ur sunglasses from?;0.0
1147;156;yessss:smiling_face_with_heart-eyes:;1.0
1148;156;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1149;156;literally an icon;0.0
1150;156;:fire::fire::fire:;1.0
1151;156;This is so cute :smiling_face_with_heart-eyes:;1.0
1152;156;While waiting for your salary, why not start trading with @_cryptozoid511;0.0
1153;156;While waiting for your salary, why not start trading with @_cryptozoid511;0.0
1154;156;Having positive mindset is key!  Profited over $55k few weeks through the help of @_cryptozoid511;0.0
1155;157;Congrats:clapping_hands::clapping_hands::clapping_hands::fire:;0.0
1156;157;Use use use;0.0
1157;157;:smiling_face_with_heart-eyes::red_heart:️;1.0
1158;157;:fire::fire::fire::fire:;1.0
1159;157;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1160;157;:fire::fire::fire:;1.0
1161;157;:clapping_hands::fire:;1.0
1162;157;:raising_hands::crown::crown::crown::raising_hands:;0.0
1163;157;You are full of love :red_heart:️;1.0
1164;157;:clapping_hands::clapping_hands::clapping_hands:;1.0
1165;158;:red_heart:️;1.0
1166;158;The little hand;0.0
1167;158;Best closet ever, real life, love it;0.0
1168;158;:red_heart:️;1.0
1169;158;Her little hand 🥹;0.0
1170;158;that jumpsuit :sun_with_face::orange_heart::face_with_open_mouth:;1.0
1171;158;:orange_heart::orange_heart::orange_heart::orange_heart:;0.0
1172;158;:smiling_face_with_heart-eyes:;1.0
1173;158;The third shot :smiling_face_with_heart-eyes:;1.0
1174;159;love your outfit;1.0
1175;159;Крутой образ в жару :smiling_face_with_heart-eyes: буду шить , спасибо вдохновили;0.0
1176;159;:fire:;1.0
1177;159;What beautiful look :deciduous_tree:;1.0
1178;159;Hello @monikh are all your rings Alighieri?;1.0
1179;159;Love your style :brown_heart::green_heart:;1.0
1180;159;This green :green_heart:;1.0
1181;159;J’adore :red_heart:️:red_heart:️;1.0
1182;160;It’s sooo good and the little bag you get free with first order is :raising_hands_light_skin_tone: !;1.0
1183;160;:red_heart:️:red_heart:️;1.0
1184;160;Would you be able to tag the colours used in the three products please?;0.0
1185;160;They are great! I’m also loving @isewarrior :white_heart:;0.0
1186;160;@monikh would you tell me the lipstick colour? thank you :smiling_face_with_hearts:;1.0
1187;160;Yes!! Amazing products :red_heart:️;1.0
1188;160;Beauty :red_heart:️;1.0
1189;160;Where do you get it in the UK?;0.0
1190;160;Stunning:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1191;160;:smiling_face_with_heart-eyes:;1.0
1192;161;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1193;161;I will be doing my best to copy this;0.0
1194;161;Beauty :red_heart:️;1.0
1195;161;love your style:smiling_face_with_heart-eyes:;1.0
1196;161;:red_heart:️;1.0
1197;161;:white_heart::black_heart::TOP_arrow:;1.0
1198;161;Such a cute outfit :smiling_face_with_heart-eyes:;1.0
1199;161;Wowww :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1200;161;I loooove this;0.0
1201;161;Love the top :white_heart:;1.0
1202;162;unknown;0.0
1203;163;@monikh What size trousers are you wearing? Looks so good:sparkles:;1.0
1204;163;Love everything here! :smiling_face_with_heart-eyes:;1.0
1205;163;Can I pledge ask what colour your Dragon Diffusion Nantrucket bag is thanks (dark brown?) it’s fab;1.0
1206;163;So much inspo :sparkling_heart:;1.0
1207;163;wow :red_heart:️:red_heart:️;1.0
1208;163;Ooh I love a nice wafting trouser mine always end up black or khaki where are those beauties from :grinning_face::grinning_face:;1.0
1209;163;Love everything;0.0
1210;163;Thanks very much!!;0.0
1211;164;@_sere.naa._ concordo;0.0
1212;165;🩷:cherry_blossom:🩷:cherry_blossom::slightly_smiling_face:;1.0
1213;165;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1214;165;Loved seeing you 🫶:light_skin_tone::spiral_shell:;1.0
1215;165;:smiling_face_with_heart-eyes:;1.0
1216;165;:smiling_face_with_heart-eyes:;1.0
1217;165;Beautiful smile :smiling_face_with_smiling_eyes:🫶;1.0
1218;165;So lovely to have you :red_heart:️:red_heart:️;1.0
1219;166;Now that’s a great look..:raising_hands:;0.0
1220;166;Bebe:red_heart:️;1.0
1221;166;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1222;166;La bandiera di dolce Gabbana grande David :fire::fire::fire:;1.0
1223;166;:fire:;1.0
1224;166;:fire::fire::fire:;1.0
1225;166;what a great look, I have an offer for you that you might be interested in, send me a message and I'll explain what it's about;0.0
1226;166;:raising_hands::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::clapping_hands::clapping_hands::clapping_hands:;1.0
1227;167;Excelente puedo ser su modelo!!;0.0
1228;167;:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;0.0
1229;167;Super;0.0
1230;167;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:raising_hands::fire::fire::fire::fire::fire:;1.0
1231;167;A me sorprendono le note stonate di Paola e Chiara o mi sbaglio? :face_with_tears_of_joy:…. Saranno i cori di sottofondo…ma audio terribile… la Ferragni stupenda :face_blowing_a_kiss:;1.0
1232;167;Quindi...alla fine l'influecer di punta è la regina Elisabetta!...la mise rosa confetto...poi quella azzurra, ecc....ecc....:flushed_face:;0.0
1233;167;:red_heart:️;1.0
1234;167;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1235;168;:red_heart:️:red_heart:️:fire:;1.0
1236;168;Ciao tesoro sei bellissima;0.0
1237;168;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1238;168;Cute si :baby: beby;1.0
1239;168;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1240;168;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1241;168;@_victory_love penso che tu sia una grande Donna, bravaaaaaaa;0.0
1242;168;@sunsetbeach235 quindi fare la mamma vuol dire saper cucinare? complimenti per il messaggio che hai mandato. forse i figli li dovrebbero togliere a te. non sei degna di essere chiamata donna;0.0
1243;169;@monikh  beautiful  dress, but are you ok? Weight loss seems to continue and concerning/distracting. Hope you feel good!;1.0
1244;169;Gorgeous;0.0
1245;169;Dreammmmmmy;0.0
1246;169;This colour combo :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1247;169;Super elegant. Doesn’t look sheer?;1.0
1248;169;perfect dress!!;1.0
1249;169;This!!;0.0
1250;169;:red_heart:️:red_heart:️:red_heart:️;1.0
1251;169;So the bag is leather not straw?? :face_with_open_mouth:;1.0
1252;169;Love!!;0.0
1253;170;Due :star:️ che brillano! Wow! 🩵;0.0
1254;170;:kiss_mark::red_heart:️;1.0
1255;170;:smiling_face_with_hearts::index_pointing_up:;1.0
1256;170;Modeuso mãe :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1257;170;quei bambini e il viso d'angelo sembrano lucidi come quello della bella madre di mas :face_with_open_mouth:;0.0
1258;170;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1259;170;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1260;170;Dos Princesas :red_heart:️:red_heart:️;1.0
1261;170;Beyond cute! :red_heart:️:red_heart:️;1.0
1262;170;Sei bellissima :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;0.0
1263;171;Bello il piede naked senza smalto;0.0
1264;171;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;1.0
1265;171;Ciao cara sei figa sei bella sei una fotomodella: sei splendida hai un corpo stupendo sei una sirenetta: ti mando un grande bacio;0.0
1266;171;:smiling_face_with_heart-eyes::red_heart:️;1.0
1267;171;:raising_hands:Speriamo in una collaborazione con una marca di intimo almeno un reggiseno lo metti. :woozy_face::woozy_face::woozy_face::woozy_face:;1.0
1268;171;Kxmgxxh;0.0
1269;172;Sei bellissima :red_heart:️:red_heart:️;0.0
1270;172;Gli occhiali se li prendete dai vu cumprà sono migliori di questi;0.0
1271;172;Ha aperto un chiringhito ? :grinning_face_with_sweat:;1.0
1272;172;"@shaby__b ""Le ragazzine.... obbligano (!) i genitori""?! Ma davvero si é a questi livelli?";0.0
1273;173;:red_heart:️:red_heart:️;1.0
1274;173;:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:;0.0
1275;173;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1276;173;Felicidades hermosa pareja :sparkling_heart::sparkling_heart:;1.0
1277;173;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1278;173;:fire::fire::fire::fire::red_heart:️:red_heart:️:red_heart:️;1.0
1279;173;coi soldi pure fedez diventa bello;0.0
1280;174;You are beautiful nice luck;1.0
1281;174;Si ha ciò che si merita, si ha ciò che si riesce costruire, la fortuna non c’entra null con il volere…..;0.0
1282;174;Invidia r cattiveria abbondano dalle bocche dell’invidia….;0.0
1283;174;Devo dire che molte persone scrivono tante di quelle cavolate….. non sapevo ci fossero tante saponette in giro!;0.0
1284;174;Very nice;1.0
1285;174;unknown;0.0
1286;174;Very nicely look its amazing thank you lovely for your posting enjoy your day khaled from Nantes France :red_heart:️;1.0
1287;174;Ma chi ti veste?? :face_with_open_mouth::face_with_open_mouth:;1.0
1288;175;Dolcezza:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1289;175;:rose::rose::rose::rose::rose::rose::rose::rose::rose::rose::rose::rose::rose::rose:⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️⚘️;0.0
1290;175;His eyes:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;0.0
1291;175;Eres muy encantador :raising_hands::red_heart:️;1.0
1292;175;Es igual que el padre pero rubio y con ojos azules;0.0
1293;175;Chi lariu;0.0
1294;175;Tutto sua bisnonna, nonna di Fedez.;0.0
1295;175;A dir poco stupendo. Leo diventa ogni giorno più bello. Proprio come la sua mamma e papà. :smiling_face_with_hearts::red_heart:️;0.0
1296;175;Bellissimo;0.0
1297;175;"I understand the fact that your children will be your successors in your business so, they have to be specially eduacated for it.
However, being exposed to social media so much, and exposing your personal life too, is a decision that each and everyone of us has to take for themselves exclusively.
As a result, exposing my minor childrens’ every day life minute by minute on Instagram and tic toc just to promote my business and increase my number of followers is a TORALLY wrong practise. Because firstly I do not take into account their opinion in the matter since they are too small to talk on the matter and evaluate its pros and cons and secondly, when having such a large number of followers, it is practically not humanly possible to know all of them and their intentions for following my profile. 
It is therefore also dangerous to expose my child’s pictures from the beach, from the house, from when taking a bath, etc. to so many millions of people whose intentions I do not really know.";0.0
1298;176;Hi Jules, Love your style, the cardigan is so beautiful, would you share who made it?;1.0
1299;176;I am copying this outfit you look bloody fantastic :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1300;176;I’ve been thinking about this sweater for a week and desperately need it;0.0
1301;177;These photos are too cute :pleading_face::smiling_face_with_hearts:;0.0
1302;177;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1303;177;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1304;177;Which size are you wearing here in the Jeans? :smiling_face_with_smiling_eyes:;1.0
1305;177;:red_heart:️:red_heart:️:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1306;177;:smiling_face_with_heart-eyes:;1.0
1307;177;:red_heart:️;1.0
1308;178;Pretty :smiling_face_with_heart-eyes:;1.0
1309;178;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1310;178;@alina_bre;0.0
1311;178;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1312;178;:spade_suit:️:rabbit::rabbit_face::rabbit::spade_suit:️;1.0
1313;178;Adorable :red_heart:️:smiling_face_with_heart-eyes:;1.0
1314;178;anything is acceptable with you sweetheart :red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1315;178;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1316;178;Such a vibe 🩷;1.0
1317;178;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1318;179;@bel_cuth;0.0
1319;179;adorable omg;0.0
1320;179;Love :smiling_face_with_heart-eyes:;1.0
1321;179;Happy mother day;0.0
1322;179;:red_heart:️;1.0
1323;179;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1324;179;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1325;180;When does this dress drop?;1.0
1326;180;We love this so much :smiling_face_with_heart-eyes:;1.0
1327;180;@matildadjerf you are the ultimate @pastagirlfriend oh my gahhh so cute :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;0.0
1328;180;:smiling_face_with_heart-eyes:;1.0
1329;180;What a vibe :smiling_face_with_heart-eyes:;1.0
1330;180;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1331;180;I don’t know :sneezing_face:;1.0
1332;180;:red_heart:️:red_heart:️:red_heart:️;1.0
1333;181;Love love love :brown_heart:;1.0
1334;181;Just ordered this beauty 🥹🥹🥹;1.0
1335;181;:smiling_face_with_heart-eyes:;1.0
1336;181;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1337;181;Obsessed :smiling_face_with_heart-eyes:;1.0
1338;181;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1339;181;The PJs 🥹;1.0
1340;182;You are looking amazing :heart_suit:️:drop_of_blood:;1.0
1341;182;*:man_in_lotus_position: My dear, your ancestral guides do have an important message for you concerning your destiny and a toxic guy around you in the past this energy that are blocking your throat chakras, also your love life issues this things are turning off your positive and amazing energy, causing you set back, dm me with your right palm photo if you wish to know more :prayer_beads:*;0.0
1342;182;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1343;182;So gorgeous :black_heart:;1.0
1344;182;What a beautiful day, looks like soul food :smiling_face_with_heart-eyes:;0.0
1345;182;:parrot::rose:;1.0
1346;182;:star-struck::star-struck::face_blowing_a_kiss::smiling_face_with_hearts:;1.0
1347;182;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1348;182;:smiling_face_with_heart-eyes:;1.0
1349;183;Stunning and classy as always true beauty :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1350;183;Love love love :black_heart:;1.0
1351;183;:pleading_face::pleading_face::pleading_face:🫶🫶🫶;0.0
1352;183;🫶🫶;0.0
1353;183;🥹:revolving_hearts:;1.0
1354;183;Precious pretty!:white_heart::black_heart::white_heart::black_heart:;0.0
1355;183;Ahhh love :smiling_face_with_heart-eyes:;1.0
1356;184;Dreammmm;0.0
1357;184;Ahhhh dreamy days :blossom::beating_heart::beating_heart::beating_heart:;0.0
1358;184;Paradise :white_heart:;1.0
1359;184;:smiling_face_with_heart-eyes:;1.0
1360;184;Your heart is the light of this world :heart_suit:️:folded_hands_medium_skin_tone::heart_suit:️:face_with_hand_over_mouth:;1.0
1361;184;🩵:water_wave:🪼:fairy_medium-light_skin_tone:;1.0
1362;184;Cutie:pleading_face:;0.0
1363;184;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:️;1.0
1364;184;Cutest :red_heart:️;1.0
1365;185;Love love love :black_heart:;1.0
1366;185;True peace :relieved_face:;1.0
1367;185;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1368;185;Dream;0.0
1369;185;Love:white_heart:;1.0
1370;185;@cryptoziod_exchange__ I still believe meeting you is miracle to my life got my retains one 7days mining with @cryptoziod_exchange__;0.0
1371;185;I was told that every great achievement begins with a decision to try thanks @cryptoziod_exchange__;0.0
1372;185;I was told that every great achievement begins with a decision to try thanks @cryptoziod_exchange__;0.0
1373;185;A lot of people need to know about this to avoid making a wrong decision so I’m going to introduce you to @cryptoziod_exchange__;0.0
1374;185;Angelic;0.0
1375;186;Where are you white travel trousers from? :smiling_face_with_heart-eyes:;1.0
1376;186;You look great :smiling_face_with_heart-eyes: love the magazine shots!;1.0
1377;186;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1378;186;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1379;186;:smiling_face_with_heart-eyes::red_heart:️;1.0
1380;186;Magnifique :red_heart:️;1.0
1381;186;:white_heart::clapping_hands_medium-light_skin_tone:;1.0
1382;186;:smiling_face_with_heart-eyes::star-struck::smiling_face_with_hearts:;1.0
1383;186;"Yay-Hamburg 🫶

#hundeinhamburg #hamburg";0.0
1384;187;Send otar;0.0
1385;187;:clapping_hands: Olá;1.0
1386;187;Thank you sooo so much for sharing your list!! I’ll be going to Ny for the 1st time this upcoming week and I’ll be using your suggestions :winking_face: this is going to turn out to be the most wonderful experience bc of it!;1.0
1387;187;:clapping_hands:;1.0
1388;188;Dm us if you’d like a 3d printed vase that’s one of a kind for you :green_heart::butterfly::sunflower:;1.0
1389;188;So pretty :smiling_face_with_heart-eyes:;1.0
1390;188;Hafiyetler olsun;0.0
1391;188;Love!:red_heart:️;1.0
1392;188;Cutie;0.0
1393;188;beauty :ribbon:;1.0
1394;188;:two_hearts::two_hearts::two_hearts:;1.0
1395;188;Wow Matilda :smiling_face_with_heart-eyes:;1.0
1396;188;Gorgy girl;0.0
1397;188;Gorgeous :red_heart:️;1.0
1398;189;:red_heart:️:red_heart:️:red_heart:️;1.0
1399;189;Die schönste Bluse die ich je gesehen habe :smiling_face_with_heart-eyes:;0.0
1400;189;@carodaur I looove the blouse?where is it from please!;0.0
1401;189;Hi therre;0.0
1402;189;Es macht so Spaß :smiling_face_with_heart-eyes: dich so glücklich zu sehen :raising_hands:;1.0
1403;189;:smiling_face_with_heart-eyes:;1.0
1404;189;Bslhzaocxos;0.0
1405;189;:red_heart:️;1.0
1406;189;@beeluxelondon @destree;0.0
1407;189;@fashion_realm Thanks so much:red_heart:️;0.0
1408;190;:fire::fire:;1.0
1409;190;:white_heart::white_heart::white_heart:;1.0
1410;190;:black_heart::black_heart::black_heart:;1.0
1411;191;Adorable;0.0
1412;191;:red_heart:️;1.0
1413;191;Och:red_heart:️:red_heart:️:red_heart:️;1.0
1414;191;Beautiful;0.0
1415;191;Cuties :smiling_face_with_hearts::smiling_face_with_hearts:;1.0
1416;191;Cute;0.0
1417;191;:white_heart::white_heart:;1.0
1418;191;Adore:white_heart::white_heart::white_heart:;1.0
1419;191;Love dit soort verhalen :red_heart:️ (hier groot fan van de geur Untitled);1.0
1420;191;@ellabroek :smiling_face_with_tear::revolving_hearts:;0.0
1421;192;:fire:;1.0
1422;192;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1423;192;Здравствуйте загляните в директ пожалуйста;0.0
1424;192;:red_heart:️;1.0
1425;192;🥹🥹🥹;1.0
1426;193;Gorg;0.0
1427;193;The colours :smiling_face_with_heart-eyes:;1.0
1428;193;:red_heart:️:red_heart:️;1.0
1429;193;:brown_heart::brown_heart::brown_heart:;1.0
1430;193;Happy bday my love :red_heart:️;0.0
1431;194;:smiling_face_with_heart-eyes:;1.0
1432;194;chicest always;0.0
1433;194;Oh I love :smiling_face_with_heart-eyes:;1.0
1434;194;:smiling_face_with_heart-eyes:;1.0
1435;194;:black_heart::sparkles:;1.0
1436;194;:red_heart:️:red_heart:️:red_heart:️;1.0
1437;194;:smiling_face_with_heart-eyes:;1.0
1438;195;Muito gostosaaaa, deliciaaa;0.0
1439;195;Espetáculo!;0.0
1440;195;How is her body like this after having a C-section?;0.0
1441;195;:red_heart:️:face_blowing_a_kiss::red_heart:️;1.0
1442;195;Bellissima @camilacoelho :fire::fire::fire:;0.0
1443;195;Beautiful :red_heart:️:fire::fire::fire::fire::smiling_face_with_heart-eyes:;1.0
1444;195;:fire: Brava :fire:;1.0
1445;195;What filter is the last one;0.0
1446;196;how does your body look so good postpartum :loudly_crying_face:;0.0
1447;196;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1448;196;:white_heart::white_heart:;1.0
1449;196;Hot;0.0
1450;196;Babe whatever you wear it's gonna be chic;1.0
1451;196;:high_voltage:;1.0
1452;196;:fire::fire::fire:;1.0
1453;196;:smiling_face_with_heart-eyes:;1.0
1454;196;Love it:white_heart:;1.0
1455;197;@rubyfranken :broken_heart::revolving_hearts::broken_heart::revolving_hearts::broken_heart:;0.0
1456;197;@saschahansson :revolving_hearts::green_heart::revolving_hearts::green_heart::revolving_hearts::green_heart::revolving_hearts:;0.0
1457;198;@stephaniebroek what size do u have in your signature wool cashmere coat from Toteme? :black_heart:;0.0
1458;198;:black_heart::sparkles:;1.0
1459;198;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1460;198;Beautiful :black_heart:;1.0
1461;198;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1462;198;:smiling_face_with_heart-eyes:;1.0
1463;198;It is not ok that I missed this 🫠:red_heart:️;1.0
1464;198;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1465;198;:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:;0.0
1466;199;:smiling_face_with_heart-eyes:;1.0
1467;199;So chiccc :white_heart:;1.0
1468;199;Please check your DM :growing_heart:;0.0
1469;199;loooooveeee;0.0
1470;200;:red_heart:️;1.0
1471;200;:black_heart::black_heart::black_heart:;1.0
1472;200;I have an offer for you, send me a DM so we can talk;0.0
1473;200;Collab:glowing_star:Dm:@:backhand_index_pointing_right: evancejewels :sparkler::dizzy::rose:;0.0
1474;200;Outfit :black_heart:;1.0
1475;200;:smiling_face_with_heart-eyes:;1.0
1476;200;Stunning as always:red_heart:️:red_heart:️;1.0
1477;201;:high_voltage:️:high_voltage:️:dizzy::dizzy:;1.0
1478;201;Please check your DM :growing_heart:;0.0
1479;201;Hi Stephanie! We’ve send you a message :red_heart:️;1.0
1480;201;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1481;201;5th pic is everything :growing_heart:;1.0
1482;201;Please check your dm;0.0
1483;201;The bag purr :black_cat:;1.0
1484;202;@ellabroek :red_heart:️:red_heart:️;0.0
1485;202;@artipoppe :red_heart:️;0.0
1486;203;Amazing :smiling_face_with_heart-eyes:;1.0
1487;203;Linda :smiling_face_with_heart-eyes:;1.0
1488;203;teu olhar.....linddooo;0.0
1489;203;C'est beau le plat...;0.0
1490;203;Linda maravilhosa;0.0
1491;203;:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1492;203;De onde o macacão gata?;1.0
1493;203;:fire:;1.0
1494;203;socorro Camila :red_heart:️;1.0
1495;203;DEUSAAA;0.0
1496;204;Perfeita :smiling_face_with_heart-eyes:;1.0
1497;204;Lindo;0.0
1498;204;Que look diva, onde encontramos? @camilacoelho;0.0
1499;204;:red_heart:️;1.0
1500;204;:red_heart:️:red_heart:️:red_heart:️:red_heart:️;1.0
1501;204;Tan hermoso :smiling_face_with_heart-eyes:;1.0
1502;204;:red_heart:️:smiling_face_with_heart-eyes:;1.0
1503;204;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1504;205;:black_nib:️ OK OK OK OK OK OK !!;0.0
1505;205;:red_heart:️:fire:;1.0
1506;205;Angelll!!!!:loudly_crying_face::smiling_face_with_heart-eyes:;1.0
1507;205;:fire::fire::fire:;1.0
1508;205;vibess;0.0
1509;205;At the most helpless age, I met the 17th girl I wanted to protect the most;0.0
1510;206;Bella :TOP_arrow::smiling_face:️:smiling_face:️:sun:️;1.0
1511;206;@camilacoelho where is your choker from? :red_heart:️:smiling_face_with_heart-eyes:;1.0
1512;206;Where are those pants from?;0.0
1513;206;:palm_tree::palm_tree::palm_tree::fire::fire::fire:;1.0
1514;206;:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;1.0
1515;206;:red_heart:️:clapping_hands:;1.0
1516;206;Beautiful;0.0
1517;206;Gente, será que essa moça de saia que está dançando no vídeo está bem de saúde? Acho que essa ausência exacerbada de músculo e de gordura não faz muito bem com o passar do tempo nao…;0.0
